rating,date,skinType,skinTone,skinTrouble,repurchase,content
5,2026.05.16,복합성,웜톤,"주름, 모공",FALSE,"끈적이지 않아서 여름에 사용하기 좋은 수분크림입니다~
속까지 채워주는 크림이에요^^"
5,2026.05.15,건성,,"주름, 각질",TRUE,자극도 없고 튜브형태라 크림 바를 때 위생적이라 너무 좋아요 그치만 화장할 때는 왜이렇게 밀리는지 모르겠음 ㅠㅠ
5,2026.05.13,민감성,겨울쿨톤,"잡티, 미백",FALSE,이제 한 8-10통은 쓴거같은 찐템입니다! 속건조 잡아주는데 너무 좋아요 자기 전에 듬뿍 발라주면 다음날 꿀피부가 됩니당
5,2026.05.13,,,,FALSE,정말 잘 쓴 크림이에요 보습이 잘되고 순해서 잘썼어요 하지만 여름이 다가오면서 조금 무겁기 느껴질거같네요
5,2026.05.11,,,,FALSE,피부가 촉촉하니 너무 조아요 조아 최고예요 너무 조아요 조아
5,2026.05.10,,,,TRUE,"올리브영 세일할때 무조건 사고, 안해도 사는 제품입니다 추천!!"
5,2026.05.09,,,,FALSE,"이젠 없어서는 안될 최애템 👍 
피부에서 광이 난다고 주변에서 더  난리에요 ㅎㅎ
자신있게 추천해도 좋을 제품입니다."
5,2026.05.09,,,,TRUE,이 제품 정말 좋아요. 사용해 보니까 만족스러웠고 품질도 괜찮았어요. 다음에도 다시 구매하고 싶습니다.
5,2026.05.07,,,,FALSE,피부가 정말 좋아지고 흡수 잘 됨. 속건조 잡아줌 . 화장 전에 필수템.
5,2026.05.05,,,,FALSE,자극없이 순하고 발림성도 좋아서 가격대비 만족 합니다 양도많구요
5,2026.04.20,,,,FALSE,개인적으로 pdrn 성분이랑 잘 맞아서 만족하면서 잘 쓰고 있습니다!
4,2026.04.13,,,,FALSE,"트러블 없어서 좋아요.
광고가 너무 과한듯  ㅋ
그냥 보습력 좋은 크림정도?! 
그래도 트러블 없고 발림성 좋으니 만족!"
5,2026.04.06,,,,FALSE,수분 크림이에요 아침 저녁우로 바르고 찐자 촉촉하고 보습감이 넘쳐요
5,2026.04.04,,,,FALSE,"밤에 듬뿍 바르고 자면 아침에 피부가 촉촉해져요~
수분크림으로 너무 좋아요"
5,2026.03.30,,,,TRUE,"재재구매템입니디
기초 마지막 단계에 듬뿍 올려주지요
더 깊은 보습을 원하면 더 꾸덕한 제품이랑 섞어서 사용해도 굿입니다
떨어지면 불안한 제품이에요
주름에 효과가 있는듯"
3,2026.05.17,,,,TRUE,"여름에 가볍게 바르기 좋은거같아요
무겁지않고 편하게 잘 발려요"
5,2026.04.25,,,,TRUE,"요즘 피부가 건조해서 구매해봤는데 기대 이상으로 괜찮네요. 제형이 가볍고 끈적임 없이 흡수돼서 데일리로 쓰기 좋아요. 향도 은은해서 부담 없고, 사용 후에 피부가 촉촉해진 느낌이 들어요. 가격 대비 만족도가 높은 제품이라 재구매 의사 있습니다."
5,2026.04.21,,,,FALSE,제가 극극 지성입니다!! 지성이 쓰기에는 너무 많이 바르는건 추천 안하구요 자기전에 얇게 바르고 자면 다음날 피부 진짜 진주 피부 됩니다!! 거기에 화장하면 진짜 피부 결이 너무 좋아보여요!!!!!! 아누아 크림 바르고 화장하고 하루종일 화장 안무너졌습니다 추천 ㅠㅠ
